复旦经济,句子数量,815851,方法,mi,support,10,阈值,100
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
木材及竹材采运业,木材/及竹材采运业,12,53,12,15393.4150943
十一届三中全会以后,十一届三中全会/以后,29,105,1529,147.371011243
相一致,相/一致,121,1135,784,110.939012631
1999年上半年,1999年/上半年,58,1966,238,101.129619498
仪器仪表文化办公用机械,仪器/仪表文化办公用机械,14,52,14,15689.4423077
外贸进出口总额,外贸/进出口总额,16,903,76,190.208311476
农村居民人均纯收入,农村/居民人均纯收入,24,5018,24,162.58489438
电子及通信设备制造业,电子/及通信设备制造业,20,1049,21,740.706341641
相脱节,相/脱节,12,960,90,113.312638889
拱北口华洋贸易情形论略,拱北口华洋贸易情形论/略,10,10,234,3486.54273504
1999年第10期,1999年/第10期,13,1908,55,101.067876882
50年代初期,50年代/初期,12,172,567,100.387719946
1999年第1期,1999年/第1期,39,1908,166,100.45903425
远未,远/未,71,405,1380,103.64183396
1995年第三次全国工业普查资料汇编,1995年/第三次全国工业普查资料汇编,10,1185,10,688.48185654
远距离,远/距离,11,334,225,119.419308051
宋末至明初江南,宋末至明/初江南,10,10,10,81585.1
1998年第10期,1998年/第10期,20,3488,42,111.382017256
20世纪90年代,20世纪/90年代,57,428,1023,106.210218708
20世纪80年代,20世纪/80年代,40,428,736,103.597495937
